planId,planName,planCode,provisionType,description
478,"c4d-standard-192-lssd - 192 vCPUs, 744 GB RAM, 16 local SSDs",c4d-standard-192-lssd,Google,"192 vCPUs, 744 GB RAM, 16 local SSDs"
546,"m4-megamem-56 - 56 vCPUs, 744 GB RAM",m4-megamem-56,Google,"56 vCPUs, 744 GB RAM"
473,"c4d-highmem-96 - 96 vCPUs, 756 GB RAM",c4d-highmem-96,Google,"96 vCPUs, 756 GB RAM"
474,"c4d-highmem-96-lssd - 96 vCPUs, 756 GB RAM, 8 local SSDs",c4d-highmem-96-lssd,Google,"96 vCPUs, 756 GB RAM, 8 local SSDs"
301,"c3-standard-192-metal - Compute Optimized Bare Metal: 192 vCPUs, 768 GB RAM",c3-standard-192-metal,Google,"Compute Optimized Bare Metal: 192 vCPUs, 768 GB RAM"
702,"c4d-highcpu-384-metal - 384 vCPUs, 768 GB RAM",c4d-highcpu-384-metal,Google,"384 vCPUs, 768 GB RAM"
257,"a3-highgpu-4g - Accelerator Optimized: 4 NVIDIA H100 GPU, 104 vCPUs, 936GB RAM",a3-highgpu-4g,Google,"Accelerator Optimized: 4 NVIDIA H100 GPU, 104 vCPUs, 936GB RAM"
574,"n1-ultramem-40 - 40 vCPUs, 961 GB RAM",n1-ultramem-40,Google,"40 vCPUs, 961 GB RAM"
539,"m3-megamem-64 - 64 vCPUs, 976 GB RAM",m3-megamem-64,Google,"64 vCPUs, 976 GB RAM"
541,"m3-ultramem-32 - 32 vCPUs, 976 GB RAM",m3-ultramem-32,Google,"32 vCPUs, 976 GB RAM"
393,"c4-standard-288 - 288 vCPUs, 1080 GB RAM",c4-standard-288,Google,"288 vCPUs, 1080 GB RAM"
394,"c4-standard-288-lssd - 288 vCPUs, 1080 GB RAM, 48 local SSDs",c4-standard-288-lssd,Google,"288 vCPUs, 1080 GB RAM, 48 local SSDs"
395,"c4-standard-288-metal - 288 vCPUs, 1080 GB RAM",c4-standard-288-metal,Google,"288 vCPUs, 1080 GB RAM"
362,"c4-highmem-144 - 144 vCPUs, 1116 GB RAM",c4-highmem-144,Google,"144 vCPUs, 1116 GB RAM"
363,"c4-highmem-144-lssd - 144 vCPUs, 1116 GB RAM, 24 local SSDs",c4-highmem-144-lssd,Google,"144 vCPUs, 1116 GB RAM, 24 local SSDs"
700,"m2-ultramem2x-96 - 96 vCPUs, 1.3 TB RAM, 5.9 TB PMEM",m2-ultramem2x-96,Google,"96 vCPUs, 1.3 TB RAM, 5.9 TB PMEM"
252,"a2-ultragpu-8g - Accelerator Optimized: 8 NVIDIA A100 80GB GPUs, 96 vCPUs, 1360GB RAM, 8 local SSD",a2-ultragpu-8g,Google,"Accelerator Optimized: 8 NVIDIA A100 80GB GPUs, 96 vCPUs, 1360GB RAM, 8 local SSD"
292,"c3-highmem-176 - 176 vCPUs, 1408 GB RAM",c3-highmem-176,Google,"176 vCPUs, 1408 GB RAM"
680,"z3-highmem-176 - 176 vCPUs, 1408 GB RAM, 12 Local SSDs",z3-highmem-176,Google,"176 vCPUs, 1408 GB RAM, 12 Local SSDs"
681,"z3-highmem-176-standardlssd - 176 vCPUs, 1408 GB RAM, 12 Local SSDs",z3-highmem-176-standardlssd,Google,"176 vCPUs, 1408 GB RAM, 12 Local SSDs"
564,"n1-megamem-96 - 96 vCPUs, 1.4 TB RAM",n1-megamem-96,Google,"96 vCPUs, 1.4 TB RAM"
322,"c3d-highmem-180 - 180 vCPUs, 1440 GB RAM",c3d-highmem-180,Google,"180 vCPUs, 1440 GB RAM"
323,"c3d-highmem-180-lssd - 180 vCPUs, 1440 GB RAM, 16 local SSDs",c3d-highmem-180-lssd,Google,"180 vCPUs, 1440 GB RAM, 16 local SSDs"
341,"c3d-standard-360 - 360 vCPUs, 1440 GB RAM",c3d-standard-360,Google,"360 vCPUs, 1440 GB RAM"
342,"c3d-standard-360-lssd - 360 vCPUs, 1440 GB RAM, 32 local SSDs",c3d-standard-360-lssd,Google,"360 vCPUs, 1440 GB RAM, 32 local SSDs"
698,"ct6e-standard-8t - 360 vCPUs, 1440 GB RAM, 8 Google V6 lite TPUs",ct6e-standard-8t,Google,"360 vCPUs, 1440 GB RAM, 8 Google V6 lite TPUs"
366,"c4-highmem-192 - 192 vCPUs, 1488 GB RAM",c4-highmem-192,Google,"192 vCPUs, 1488 GB RAM"
367,"c4-highmem-192-lssd - 192 vCPUs, 1488 GB RAM",c4-highmem-192-lssd,Google,"192 vCPUs, 1488 GB RAM"
482,"c4d-standard-384 - 384 vCPUs, 1488 GB RAM",c4d-standard-384,Google,"384 vCPUs, 1488 GB RAM"
483,"c4d-standard-384-lssd - 384 vCPUs, 1488 GB RAM, 32 local SSDs",c4d-standard-384-lssd,Google,"384 vCPUs, 1488 GB RAM, 32 local SSDs"
543,"m4-megamem-112 - 112 vCPUs, 1488 GB RAM",m4-megamem-112,Google,"112 vCPUs, 1488 GB RAM"
549,"m4-ultramem-56 - 56 vCPUs, 1488 GB RAM",m4-ultramem-56,Google,"56 vCPUs, 1488 GB RAM"
459,"c4d-highmem-192 - 192 vCPUs, 1512 GB RAM",c4d-highmem-192,Google,"192 vCPUs, 1512 GB RAM"
460,"c4d-highmem-192-lssd - 192 vCPUs, 1512 GB RAM, 16 local SSDs",c4d-highmem-192-lssd,Google,"192 vCPUs, 1512 GB RAM, 16 local SSDs"
293,"c3-highmem-192-metal - Compute Optimized Bare Metal: 192 vCPUs, 1.5 TB RAM",c3-highmem-192-metal,Google,"Compute Optimized Bare Metal: 192 vCPUs, 1.5 TB RAM"
682,"z3-highmem-192-highlssd-metal - Storage Optimized Bare Metal: 192 vCPUs, 1.5 TB RAM",z3-highmem-192-highlssd-metal,Google,"Storage Optimized Bare Metal: 192 vCPUs, 1.5 TB RAM"
695,"c4d-standard-384-metal - 384 vCPUs, 1536 GB RAM",c4d-standard-384-metal,Google,"384 vCPUs, 1536 GB RAM"
253,"a3-edgegpu-8g - Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM",a3-edgegpu-8g,Google,"Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM"
254,"a3-edgegpu-8g-nolssd - Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, No LocalSSD",a3-edgegpu-8g-nolssd,Google,"Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, No LocalSSD"
258,"a3-highgpu-8g - Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, 16 local SSD",a3-highgpu-8g,Google,"Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, 16 local SSD"
259,"a3-megagpu-8g - Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, 16 local SSD",a3-megagpu-8g,Google,"Accelerator Optimized: 8 NVIDIA H100 GPU, 208 vCPUs, 1872GB RAM, 16 local SSD"
575,"n1-ultramem-80 - 80 vCPUs, 1922 GB RAM",n1-ultramem-80,Google,"80 vCPUs, 1922 GB RAM"
538,"m3-megamem-128 - 128 vCPUs, 1952 GB RAM",m3-megamem-128,Google,"128 vCPUs, 1952 GB RAM"
542,"m3-ultramem-64 - 64 vCPUs, 1952 GB RAM",m3-ultramem-64,Google,"64 vCPUs, 1952 GB RAM"
371,"c4-highmem-288 - 288 vCPUs, 2232 GB RAM",c4-highmem-288,Google,"288 vCPUs, 2232 GB RAM"
372,"c4-highmem-288-lssd - 288 vCPUs,  2232 GB RAM, 48 local SSDs",c4-highmem-288-lssd,Google,"288 vCPUs,  2232 GB RAM, 48 local SSDs"
373,"c4-highmem-288-metal - 288 vCPUs, 2232 GB RAM",c4-highmem-288-metal,Google,"288 vCPUs, 2232 GB RAM"
326,"c3d-highmem-360 - 360 vCPUs, 2880 GB RAM",c3d-highmem-360,Google,"360 vCPUs, 2880 GB RAM"
327,"c3d-highmem-360-lssd - 360 vCPUs, 2880 GB RAM, 32 local SSDs",c3d-highmem-360-lssd,Google,"360 vCPUs, 2880 GB RAM, 32 local SSDs"
692,"a3-ultragpu-8g - Accelerator Optimized: 8 NVIDIA H200 GPU, 224 vCPUs, 2952GB RAM",a3-ultragpu-8g,Google,"Accelerator Optimized: 8 NVIDIA H200 GPU, 224 vCPUs, 2952GB RAM"
693,"a3-ultragpu-8g-nolssd - Accelerator Optimized: 8 NVIDIA H200 GPU, 224 vCPUs, 2952GB RAM, No LocalSSD",a3-ultragpu-8g-nolssd,Google,"Accelerator Optimized: 8 NVIDIA H200 GPU, 224 vCPUs, 2952GB RAM, No LocalSSD"
544,"m4-megamem-224 - 224 vCPUs, 2976 GB RAM",m4-megamem-224,Google,"224 vCPUs, 2976 GB RAM"
547,"m4-ultramem-112 - 112 vCPUs, 2976 GB RAM",m4-ultramem-112,Google,"112 vCPUs, 2976 GB RAM"
464,"c4d-highmem-384 - 384 vCPUs, 3024 GB RAM",c4d-highmem-384,Google,"384 vCPUs, 3024 GB RAM"
465,"c4d-highmem-384-lssd - 384 vCPUs, 3024 GB RAM, 32 local SSDs",c4d-highmem-384-lssd,Google,"384 vCPUs, 3024 GB RAM, 32 local SSDs"
703,"c4d-highmem-384-metal - 384 vCPUs, 3072 GB RAM",c4d-highmem-384-metal,Google,"384 vCPUs, 3072 GB RAM"
573,"n1-ultramem-160 - 160 vCPUs, 3844 GB RAM",n1-ultramem-160,Google,"160 vCPUs, 3844 GB RAM"
540,"m3-ultramem-128 - 128 vCPUs, 3904 GB RAM",m3-ultramem-128,Google,"128 vCPUs, 3904 GB RAM"
694,"a4-highgpu-8g - Accelerator Optimized: 8 NVIDIA B200 GPU, 224 vCPUs, 3968GB RAM",a4-highgpu-8g,Google,"Accelerator Optimized: 8 NVIDIA B200 GPU, 224 vCPUs, 3968GB RAM"
535,"m2-megamem-416 - 416 vCPUs, 5.75 TB RAM",m2-megamem-416,Google,"416 vCPUs, 5.75 TB RAM"
536,"m2-ultramem-208 - 208 vCPUs, 5.75 TB RAM",m2-ultramem-208,Google,"208 vCPUs, 5.75 TB RAM"
548,"m4-ultramem-224 - 224 vCPUs, 5952 GB RAM",m4-ultramem-224,Google,"224 vCPUs, 5952 GB RAM"
534,"m2-hypermem-416 - 416 vCPUs, 8.625 TB RAM",m2-hypermem-416,Google,"416 vCPUs, 8.625 TB RAM"
537,"m2-ultramem-416 - 416 vCPUs, 11.50 TB RAM",m2-ultramem-416,Google,"416 vCPUs, 11.50 TB RAM"
677,"x4-megamem-960-metal - 960 vCPUs, 16384 GB RAM",x4-megamem-960-metal,Google,"960 vCPUs, 16384 GB RAM"
675,"x4-megamem-1440-metal - 1440 vCPUs, 24576 GB RAM",x4-megamem-1440-metal,Google,"1440 vCPUs, 24576 GB RAM"
676,"x4-megamem-1920-metal - 1920 vCPUs, 32768 GB RAM",x4-megamem-1920-metal,Google,"1920 vCPUs, 32768 GB RAM"
